Year,Utility Name,State,Trn Total Operation Expenses $,Trn Total Maintenance Expenses $,Dis Total Maintenance Expenses $,Dis Total Operation Expenses $,Total Sales Expenses $,Total Customer Srv & Information Expenses $,CAE Total Customer Accounts Expenses $,Total Admin & General Expenses $,Total Regional Trans & Mark Operation Exps  $,A&G Total Operation Expenses $,A&G Oper Injuries & Damages $
2018,ALLETE Inc,MN,82219648,7696958,12676351,7538446,138860,15168444,6036059,68572243,0,54954627,-553097
2017,ALLETE Inc,MN,83204752,9075862,15898957,9693907,219475,11667403,6571798,87232031,0,76163894,-206879
2016,ALLETE Inc,MN,76041216,8231785,17812442,9610134,162664,4018174,5801696,60228053,0,55544396,-606324
2015,ALLETE Inc,MN,65559642,7974442,13861683,10325212,126714,8401534,5473122,73415863,0,68824172,-331770
2014,ALLETE Inc,MN,55394452,9423895,12433955,12177777,143241,11771048,5600178,80820730,0,75706310,-81230
2013,ALLETE Inc,MN,42183452,10002039,11961532,10218973,217021,13458836,5824276,69291752,6465,64750985,-219684
2012,ALLETE Inc,MN,40722317,8734665,11469856,13317985,195024,10721901,5721965,62883310,-16479,58892041,-263631
2011,ALLETE Inc,MN,31916655,7798635,18630565,5106139,86530,12943804,7023443,65918083,30001,60219332,738776
2010,ALLETE Inc,MN,36031547,8186693,17456987,5071197,351595,11080709,6515989,60988838,41931,55006756,639456
2009,ALLETE Inc,MN,17298135,4613305,15947261,4947043,263951,10369824,6268907,52033130,69276,46539368,656797
2008,ALLETE Inc,MN,15797788,4953213,15980996,5037612,68934,9288034,5870920,75458134,83883,69832647,617876
2007,ALLETE Inc,MN,12940414,5057901,16773144,5040644,159065,7468791,5982029,46938614,57900,41111527,833883
2006,ALLETE Inc,MN,13899775,4469575,14497194,4693433,395544,9529902,5549247,54560625,57794,49304969,816468
2005,ALLETE Inc,MN,13174523,3842450,13615236,4867261,247577,10987200,5466705,46536200,0,40467595,727918
2004,ALLETE Inc,MN,4857148,2964945,11901590,4561452,151404,10844726,5680464,47182490,0,41293915,730810
2003,ALLETE Inc,MN,4137073,3084899,11856815,2612966,331234,8722317,5478165,48074408,0,41996062,758737
2002,ALLETE Inc,MN,4403438,2831572,11535545,2645967,352216,10003089,6438815,31677758,0,26338898,684714
2001,ALLETE Inc,MN,3980603,2634372,12731833,2473393,613885,13796340,5248684,42827700,0,37022095,645256
2000,ALLETE Inc,MN,4042868,2247332,10271088,2213501,1326556,20924481,4664599,37714197,0,32608966,591492
1999,ALLETE Inc,MN,5210430,2097391,11362810,3701332,3592588,20995951,4774375,39052203,0,33882314,601766
1998,ALLETE Inc,MN,4652879,2512624,7873241,3895732,562108,22422057,5705411,38104384,0,35258463,0
1997,ALLETE Inc,MN,4255025,2208190,7740561,3729211,993307,20543691,5295433,44453933,0,41387414,0
1996,ALLETE Inc,MN,3704520,1894986,5603729,9227227,205548,17240040,6009468,35575408,0,33442014,-172567
1995,ALLETE Inc,MN,3835782,1698379,6259882,7905336,374220,14838394,5425249,30618070,0,27427972,689082
1994,ALLETE Inc,MN,1596999,1510449,6337129,5725829,308814,7494846,3768667,41850825,0,39107826,1388728
2019,Ameren Illinois,MO,41857443,20454317,143198989,106882362,1500,24925108,43055130,126800824,816069,125467157,9495008
2018,Ameren Illinois,MO,40345914,19636873,144411237,105951535,0,17047226,49776550,146609664,893076,144922086,7935258
2017,Ameren Illinois,MO,38947237,20607872,140785249,97912005,0,42798203,52231601,157180823,768948,155345000,9508070
2016,Ameren Illinois,MO,37552450,21391035,153673717,95818309,0,89742446,55983567,149706793,755956,147292328,12014569
2015,Ameren Illinois,MO,32885592,20679180,146451221,95364370,2046,84794598,54083572,151661362,948323,149773061,7704025
2014,Ameren Illinois,MO,27291196,20231711,132616593,91492238,1704,87565592,49945085,151672464,845211,149522965,10102612
2013,Ameren Illinois,MO,24197071,18148325,129389958,77753213,1607,61910156,50284961,140454000,1230990,138877100,3320728
2012,Ameren Illinois,MO,26132672,18053621,120125667,71877396,13569,58102292,51549267,139418398,1272172,137797835,6240621
2011,Ameren Illinois,MO,25114191,16060788,117981649,62755521,7371,46559103,54119480,143957671,1770987,142970114,11542815
2010,Ameren Illinois,MO,19637652,12556943,110051858,61894629,9697,37095881,54323490,126171338,1744083,125120984,3922950
2019,Ameren Illinois Transmission Co,IL,2073804,1257050,0,0,0,0,0,5922279,0,5913217,1015573
2018,Ameren Illinois Transmission Co,IL,2292081,1478367,0,0,0,0,0,9576954,0,9561934,940119
2017,Ameren Illinois Transmission Co,IL,2503559,806199,0,0,0,0,0,9213736,0,9200399,829435
2016,Ameren Illinois Transmission Co,IL,2501594,365302,0,0,0,0,0,8231370,0,8228147,832248
2015,Ameren Illinois Transmission Co,IL,1673142,31673,0,0,0,0,0,9390459,0,9387230,838819
2014,Ameren Illinois Transmission Co,IL,301294,-7379,0,0,0,0,0,6478117,0,6478117,518969
2013,Ameren Illinois Transmission Co,IL,550416,75014,0,0,0,0,0,3391462,0,3391462,13096
2012,Ameren Illinois Transmission Co,IL,63273,798,0,0,0,0,0,1181351,0,1181351,2805
2011,Ameren Illinois Transmission Co,IL,12796,27515,0,0,0,0,0,511434,0,511434,0
2010,Ameren Illinois Transmission Co,IL,0,0,0,0,0,0,0,285859,0,285859,0
2019,Ameren Missouri,MO,92281918,12497936,88349687,61330654,194964,110063545,56338405,214437060,6793915,209502789,10726535
2018,Ameren Missouri,MO,85021550,12839840,96871466,59968201,456706,104009567,53570093,235012470,7832596,230405604,14586526
2017,Ameren Missouri,MO,84108670,12227521,84982940,54905458,388250,88442448,46930856,234049641,6928543,228798204,14785000
2016,Ameren Missouri,MO,67721527,12737967,84866109,51907850,363707,72182205,49258097,251782508,6582888,245679620,17200307
2015,Ameren Missouri,MO,58920840,11223018,95268224,54212796,457852,97842157,50893716,264622950,7151599,258564930,12727499
2014,Ameren Missouri,MO,48689904,11630727,94158213,66711197,462757,66225261,39791028,278701237,6656444,272719888,17342701
2013,Ameren Missouri,MO,49286108,9609517,104464367,62712833,447323,57799597,38686314,251903994,9066667,246181741,12709459
2012,Ameren Missouri,MO,41178224,10144692,102055487,66714639,341856,22682222,33352413,236902658,8688383,230190107,12048155
2011,Ameren Missouri,MO,34428205,9169309,130215073,66022623,233795,17376700,42217879,275200772,9662603,270552242,14242599
2010,Ameren Missouri,MO,29867549,10237566,115786074,65412026,259263,11331381,46954977,240384328,10118907,235269294,13659615
2009,Ameren Missouri,MO,31059411,9005658,124305014,66941223,531605,12377901,50274761,250627572,10313423,245399543,8172095
2008,Ameren Missouri,MO,30161626,8531346,80994840,66363060,1145670,10724602,54925782,272686948,8379355,265661456,10363512
2007,Ameren Missouri,MO,14116632,7392384,125749971,56293258,1123956,7731648,55932574,265020327,8491686,258635996,15888194
2006,Ameren Missouri,MO,18322843,7270768,103555176,47085256,3220290,5001221,52844767,243196269,7616243,239621624,24135901
2005,Ameren Missouri,MO,31046578,8843862,74451528,41344690,1101916,4560553,55451958,243224391,0,236713432,13104630
2004,Ameren Missouri,MO,23470198,8228001,69317663,36439793,1278640,4379748,54247025,244185021,0,237396591,13899510
2003,Ameren Missouri,MO,28322882,7612356,66051645,43615480,1432195,4335261,58339794,246450812,0,240161938,16399005
2002,Ameren Missouri,MO,33846978,7767566,75650353,43572480,1326604,5608330,61663760,277471642,0,271241105,7898875
2001,Ameren Missouri,MO,10754755,8466964,72033940,43124332,1320855,5539736,57975930,249440599,0,242952646,13614739
2000,Ameren Missouri,MO,24561422,10040539,70437930,34871729,2043984,5404224,53677061,244247219,0,238206618,26426319
1999,Ameren Missouri,MO,12134069,7427353,62986087,34004072,1120310,5202608,54908018,192515377,0,187403534,15182151
1998,Ameren Missouri,MO,5965371,7030223,56121094,31862218,3786817,7268867,55000549,235627824,0,230043072,27861838
1997,Ameren Missouri,MO,6205280,8712429,50656538,31997623,3579477,5888870,44532883,199146025,0,192995799,12712096
1996,Ameren Missouri,MO,5723181,6140967,54758117,26843970,3532099,5816283,44889141,179972672,0,174393126,10250554
1995,Ameren Missouri,MO,5422268,7394132,55086003,25870709,3754020,5570907,42418722,173827132,0,168527947,8791257
1994,Ameren Missouri,MO,4821264,6094526,60200876,26566906,3206832,5834895,41882650,186025825,0,180724210,16794385
2009,AmerenCILCO,IL,2921917,1755484,15028370,11996919,41665,864577,10332810,97823860,191494,97345917,858830
2008,AmerenCILCO,IL,1788853,1231276,19504173,12519961,133474,1078284,10958065,27610247,143511,27227700,780617
2007,AmerenCILCO,IL,7896595,1357886,12148492,12060543,196869,873801,12091385,32037240,25361,31750263,2737756
2006,AmerenCILCO,IL,266995,1081920,15128912,10898840,243427,1018271,4931797,30051938,576226,29718039,2771006
2005,AmerenCILCO,IL,2578177,1516829,11653902,9487901,351470,1385454,9766776,36056736,0,35695315,4318878
2004,AmerenCILCO,IL,2885255,1389587,12073942,10667732,585677,1176717,5239238,61880682,0,61071758,10853519
2003,AmerenCILCO,IL,33060779,897388,12407793,8456226,1084712,1254438,13341392,51180514,0,50754702,542627
2002,AmerenCILCO,IL,3232540,1273455,11696769,6927637,1242058,1049197,8486067,25073988,0,24386980,2480961
2001,AmerenCILCO,IL,2041090,1322638,10336526,7147181,1598487,886708,10040671,18876289,0,18259098,1379538
2000,AmerenCILCO,IL,977955,1195762,8347668,7469464,1733335,872775,7500639,16810338,0,14542253,1193876
1999,AmerenCILCO,IL,915915,745445,7135877,5544078,1773468,784208,6027781,55274416,0,52214722,1178195
1998,AmerenCILCO,IL,1052725,611559,8127888,5126751,1599193,653560,7524569,27499768,0,23919722,1650555
1997,AmerenCILCO,IL,1266329,779972,6286377,6352787,848041,384811,5717276,27606965,0,26068622,1278438
1996,AmerenCILCO,IL,585277,400547,6095231,6885777,377939,1368662,5945991,35613390,0,35372434,2167871
1995,AmerenCILCO,IL,692541,699137,7205420,7368716,551524,1796091,5390937,35960640,0,35564370,2322307
1994,AmerenCILCO,IL,623204,545983,6829676,7144787,801043,1741168,5313045,26426333,0,26119535,2278533
2009,AmerenCIPS,IL,6191364,5983576,51568984,24393566,63674,1277696,18373907,40467938,412479,40267791,2164583
2008,AmerenCIPS,IL,4190070,5156039,49255109,23171350,198172,1539626,22361997,47870533,146326,47429658,5141192
2007,AmerenCIPS,IL,21716115,4650603,39479628,21759947,277938,916756,21770679,39943865,114336,43795802,4723490
2006,AmerenCIPS,IL,7142040,4512207,32958562,20669770,569136,1320663,12803798,39764534,1331282,39309731,1994828
2005,AmerenCIPS,IL,7360585,3558529,25986085,19600567,628162,1917334,17222508,41304812,0,40674872,2947917
2004,AmerenCIPS,IL,-532450,3152913,23731343,11557599,736867,1472538,12635550,58234524,0,57062275,3790418
2003,AmerenCIPS,IL,5132187,3765908,23853393,17867503,1186341,2010057,14750287,51664747,0,50826774,5221321
2002,AmerenCIPS,IL,5230281,3051251,24419562,19119545,1156580,2573185,16504455,66540501,0,65431542,1655152
2001,AmerenCIPS,IL,3486556,3094668,19931660,18299937,1067558,2485475,16315442,61202920,0,59591619,4882296
2000,AmerenCIPS,IL,13077861,3410012,19622712,14310101,1538440,2718501,14444692,58680461,0,56776241,9307757
1999,AmerenCIPS,IL,6506713,4663843,19406595,16257704,2536928,3524996,12474042,85870000,0,84286277,8717761
1998,AmerenCIPS,IL,4788404,3330409,15580575,17816901,1238113,3128561,13956986,74783104,0,73210991,3872021
1997,AmerenCIPS,IL,5786630,4331794,16483667,12145752,1386925,4496752,14903663,66040385,0,61262754,5575615
1996,AmerenCIPS,IL,5412708,4743656,13540846,9548301,934312,3631807,12587349,63551166,0,58912590,5010317
1995,AmerenCIPS,IL,4407926,4875487,13912875,8354682,1150165,3484206,12223153,69913817,0,65592998,4878826
1994,AmerenCIPS,IL,4440025,6204511,13474556,9230043,85158,3623294,12088980,57947286,0,54545242,4315894
2009,AmerenIP,IL,7273289,3032412,53786210,33497976,121852,2100666,28552153,77171576,581859,76530767,5129370
2008,AmerenIP,IL,6094822,3577317,59585331,36160498,414048,2462020,36027885,86449073,236881,85506373,6577425
2007,AmerenIP,IL,12912545,3489841,42127457,36039363,508598,1967323,34374533,61570771,62330,60742213,5000133
2006,AmerenIP,IL,8631090,3492645,60128859,31368876,560834,1329582,20150517,67715534,2252362,66865213,6883423
2005,AmerenIP,IL,18028565,3377311,42605903,27020591,386616,1350096,19173402,67543312,0,66515477,3204857
2004,AmerenIP,IL,-3588792,4643520,43526155,14086369,7157,1093597,16360449,58315389,0,58006899,15000494
2003,AmerenIP,IL,4580971,5609453,44466564,14189167,62437,2206416,15460544,58861275,0,58545686,16024000
2002,AmerenIP,IL,10351576,5883043,39994247,11547730,316486,2127825,18965283,46025110,0,45667963,1919687
2001,AmerenIP,IL,9189580,7965868,38681921,15867466,869478,3153008,20239721,47579014,0,47333426,-26508
2000,AmerenIP,IL,8879132,9197747,39617517,10693948,458793,4949901,16467780,71635035,0,71115850,11237367
1999,AmerenIP,IL,5343035,9909825,38454990,19128248,17265887,744929,21178228,86765957,0,85917588,6823697
1998,AmerenIP,IL,4236280,9852406,43904228,13070345,14540060,617076,20862398,86538351,0,85818465,6185884
1997,AmerenIP,IL,4974575,7828418,31584832,11525936,7479174,1547417,23955672,73591137,0,73067261,4178703
1996,AmerenIP,IL,3281294,10403429,28356542,12618098,6216403,688665,17218453,76302901,0,75834319,5979959
1995,AmerenIP,IL,3024035,4940799,31203593,11003358,4617207,1484370,17502823,116260938,0,115676719,7206315
1994,AmerenIP,IL,2303313,3863225,27576996,9306330,5083500,1298977,18764942,85923122,0,85027882,8788059
2019,American Transmission Co LLC,WI,46288537,73377270,0,0,0,0,0,42821450,0,42821450,1046395
2018,American Transmission Co LLC,WI,44530583,75568626,0,0,0,0,0,42527063,0,42527063,1030031
2017,American Transmission Co LLC,WI,45234202,73364714,0,0,0,0,0,47425881,0,47425881,1065243
2016,American Transmission Co LLC,WI,43380424,71018179,0,0,0,0,0,43405856,0,43405856,988127
2015,American Transmission Co LLC,WI,45921661,69246958,0,0,0,0,0,42140043,0,42140043,1028502
2014,American Transmission Co LLC,WI,48440041,70236976,0,0,0,0,0,40936927,0,40936927,970407
2013,American Transmission Co LLC,WI,44046807,71639379,0,0,0,0,0,42903713,0,42903713,926695
2012,American Transmission Co LLC,WI,38229575,65804034,0,0,0,0,0,52443580,0,52443580,957836
2011,American Transmission Co LLC,WI,32426309,62690194,0,0,0,0,0,50077507,0,50077507,955510
2010,American Transmission Co LLC,WI,24193745,60649755,0,0,0,0,0,50127249,0,50127249,1089572
2009,American Transmission Co LLC,WI,24228353,55185516,0,0,0,0,0,52279470,0,52279470,918470
2008,American Transmission Co LLC,WI,20640095,52183511,0,0,0,0,0,48272347,0,48272347,996186
2007,American Transmission Co LLC,WI,23374136,50351406,0,0,0,0,0,46175477,0,46175477,984947
2006,American Transmission Co LLC,WI,26061315,43521168,0,0,0,0,0,43613107,0,43613107,951956
2005,American Transmission Co LLC,WI,29405666,36665796,0,0,0,0,0,40872957,0,40872957,1070875
2004,American Transmission Co LLC,WI,29965031,35154169,0,0,0,0,0,40258292,0,40258292,1106674
2003,American Transmission Co LLC,WI,27731879,31951768,0,0,0,0,0,33997372,0,33997372,932350
2002,American Transmission Co LLC,WI,26212086,26931947,0,0,0,0,0,33411782,0,33411782,880404
2001,American Transmission Co LLC,WI,19021539,26089520,0,0,0,0,0,25278367,0,25278367,467796
2019,American Transmission Systems Inc,OH,44528619,56173033,0,0,4962,3064,1196,48551696,0,39418626,1591269
2018,American Transmission Systems Inc,OH,39798330,51193401,0,0,4875,4673,7402,25919087,0,19942951,1561870
2017,American Transmission Systems Inc,OH,36988967,50621879,0,0,7250,6616,19168,16902528,0,10485461,1493675
2016,American Transmission Systems Inc,OH,33256513,34535508,0,0,7529,1664,11064,11560311,0,7310132,1954615
2015,American Transmission Systems Inc,OH,29330218,22006566,0,0,7101,1285,5927,9680055,0,7742849,1621814
2014,American Transmission Systems Inc,OH,26341494,17873982,0,0,0,823,2209,8756170,0,7329364,1504920
2013,American Transmission Systems Inc,OH,26013477,16683968,-1478,0,0,0,2186,4869095,0,3975844,1312747
2012,American Transmission Systems Inc,OH,27016795,21336524,1478,0,0,0,119452,7208375,0,6887768,1071561
2011,American Transmission Systems Inc,OH,26620064,19357074,0,0,0,0,421742,7011836,0,6570965,954081
2010,American Transmission Systems Inc,OH,27717229,18989063,2878,9177,0,0,2722,11930898,0,11574190,840063
2009,American Transmission Systems Inc,OH,28942680,17687227,-24711,0,0,0,2592,11742073,0,11290068,888959
2008,American Transmission Systems Inc,OH,31073978,22992401,-680,0,0,0,437,9876725,0,9358665,833994
2007,American Transmission Systems Inc,OH,29760130,22461193,0,0,0,0,1276,13103622,0,12582090,879785
2006,American Transmission Systems Inc,OH,29800746,18903243,0,0,0,166,-4302,10770792,0,10328260,860299
2005,American Transmission Systems Inc,OH,28486494,15513036,-10674,0,0,0,-474,12381088,0,12032259,831940
2004,American Transmission Systems Inc,OH,26681419,17425854,0,0,0,81973,197116,16993155,0,16568393,778852
2003,American Transmission Systems Inc,OH,43443204,4064569,275,32658,352,325,389980,21285632,0,21260868,665179
2002,American Transmission Systems Inc,OH,46014154,491821,419,30870,25,21,181,16912710,0,16889723,6926
2001,American Transmission Systems Inc,OH,58822481,221169,548,82665,0,0,1392,9642632,0,9554327,0
2000,American Transmission Systems Inc,OH,12866498,4859054,0,24130,0,0,0,4876908,0,4810283,0
2019,Appalachian Power Co,VA,254460642,24154382,115243947,33503024,324330,19797483,38866534,93553510,5845904,81469687,5909079
2018,Appalachian Power Co,VA,196016145,20965368,169623548,33056783,337960,19554374,40210627,100838969,6204406,88921424,11924616
2017,Appalachian Power Co,VA,216710050,15380297,116627109,31670514,274755,17919849,39806585,101375504,6197344,90854275,8520415
2016,Appalachian Power Co,VA,195793085,21046891,127534489,31174988,212703,16466261,37800660,104281877,5154463,92264928,7776985
2015,Appalachian Power Co,VA,122710666,21238343,110571432,29177935,264371,11144052,37671767,104606090,4908106,93127296,8407453
2014,Appalachian Power Co,VA,121442609,20203184,98805028,25117761,296973,8716577,40890130,111162526,5280570,100402933,6750670
2013,Appalachian Power Co,VA,61948927,14762454,145378844,23200119,155139,6964506,35569083,104512487,4797601,96143608,7325229
2012,Appalachian Power Co,VA,40926246,23494983,83083006,32623375,-16,5703960,47710638,115443349,5904349,108773302,8099944
2011,Appalachian Power Co,VA,32197234,13284943,69716620,20638472,78,4018820,40124489,118587326,5873923,112971842,9360136
2010,Appalachian Power Co,VA,21360477,13414247,62439096,47291511,426,3806734,39701401,133800166,6669027,125907973,8099793
2009,Appalachian Power Co,VA,-21808521,16457185,129518543,27251751,836,4290729,38982148,127567140,5759935,121091362,9632511
2008,Appalachian Power Co,VA,-5383122,17383189,82275384,35262454,0,4178371,43739772,120747247,4849157,113936041,8400118
2007,Appalachian Power Co,VA,306995,15064335,70153704,26558332,110,4301623,47771598,115643198,6610889,109102191,6919557
2006,Appalachian Power Co,VA,1342251,15433897,71512584,26690714,-281,3617867,42857971,113300662,5004144,106099107,7822297
2005,Appalachian Power Co,VA,21025098,10316691,61968328,33836629,5308,3236918,43659666,106744870,0,99616867,6029561
2004,Appalachian Power Co,VA,10266640,10880124,62809095,31132623,26794,3383816,44205622,117586995,0,110134386,7945708
2003,Appalachian Power Co,VA,10242204,9864890,59646378,31037427,78922,3890031,41241115,106474218,0,96743740,2624342
2002,Appalachian Power Co,VA,-1881080,9862931,45964328,35487374,38143,3398053,42341405,137153929,0,127291748,15375835
2001,Appalachian Power Co,VA,17237699,9440491,44282386,38564134,-33687,4895898,44506826,111643585,0,102548823,6074713
2000,Appalachian Power Co,VA,15781408,11352498,47540430,35285168,912143,5958108,49908844,125885039,0,115783095,8444117
1999,Appalachian Power Co,VA,4171482,10764151,48723871,38064740,3003236,8373803,44027412,126749370,0,116742810,6486816
1998,Appalachian Power Co,VA,13400132,15264170,55030296,38211286,39699,15991711,35953329,105432509,0,94832994,6631960
1997,Appalachian Power Co,VA,22450809,11037043,40536142,35587367,9699,14017339,30400219,110273562,0,102598937,3408815
1996,Appalachian Power Co,VA,21354800,11535387,45588872,34584052,-4774,13867245,31702460,106382722,0,99313942,12184726
1995,Appalachian Power Co,VA,17727101,14281832,69380728,29029749,8232,10709840,28259635,102150158,0,97117121,6399057
1994,Appalachian Power Co,VA,21462342,13050075,66193072,27103232,9819,8520844,22856094,83142485,0,78761115,6565066
